"SamplingSize","SampleID","minsplit","minbucket","maxdepth","complexity","AvgSampleDistance","ValidError","GeneralizedError","ASEMeanError","ModelTime"
16,1,2,1,30,0.001,557.516666666654,2.66963146602168,7.53384719581434,7.85085179854134,0.323498010635376
16,2,2,1,30,0.001,557.449999999987,1.60243318913251,9.31447987391225,9.22211255358984,0.331718921661377
16,3,4,1,30,0.01,560.449999999987,1.35152322644484,11.0454997106994,11.3003214690506,0.325690984725952
16,4,1,0,30,1e-05,558.183333333321,6.08843938835488,13.955094455353,9.33803514529052,0.322123050689697
16,5,2,1,30,0.01,559.583333333321,0.0956069375645181,11.4215496086005,10.6103223348031,0.330752372741699
32,1,4,1,30,0.001,551.749999999942,3.3833130431023,5.9152061592479,7.51768128887766,0.620168447494507
32,2,2,1,30,1e-05,552.64655172408,4.29813866519364,6.35753452612297,9.15208937326394,0.612775564193726
32,3,2,1,30,1e-05,553.991379310287,2.06542726227703,7.68604210236402,9.32612487514458,0.614769697189331
32,4,9,3,30,0.01,551.474137930977,9.31470379446697,8.75204405437057,8.36814164037444,0.624501943588257
32,5,2,1,30,1e-06,551.681034482701,1.20806788548878,6.95911775305332,8.86735207086222,0.617323398590088
48,1,2,1,30,1e-05,543.659090909145,2.86039933669483,6.13569712176072,9.19952684832954,0.943671464920044
48,2,6,2,30,0.001,543.931818181872,2.54876951426581,7.65466511501886,8.14134860326801,0.952704906463623
48,3,7,2,30,0.001,546.090909090963,8.29829312333411,5.32640502551618,7.27138505894712,0.962075471878052
48,4,2,1,30,1e-04,545.795454545509,5.75554369755629,4.41127099352699,8.07229125108727,0.959962606430054
48,5,3,1,30,1e-04,545.7045454546,6.71953998476421,4.67775777546751,6.98922954038605,0.966432094573975
64,1,2,1,30,1e-05,538.344827586217,0.404284870608758,3.66713773672821,8.86280067455294,1.13203263282776
64,2,2,1,30,1e-05,539.241379310355,1.22628267342237,3.37661928264768,7.88568217260425,1.1306836605072
64,3,4,1,30,1e-04,537.913793103458,1.35754927355953,5.47766724537803,8.6623349950466,1.24640607833862
64,4,5,2,30,1e-04,538.706896551702,3.80502552056796,4.28862228732369,8.34095257114597,1.09982919692993
64,5,2,1,30,1e-05,537.655172413803,4.73816909466249,3.66314999863194,6.85276811931472,1.11659097671509
80,1,5,2,30,1e-05,531.499999999998,1.25349623760423,3.39358853348373,8.42399494734084,1.15241956710815
80,2,2,1,30,1e-06,531.236111111109,0.988872458105658,2.35905930919144,8.02883467851791,1.15894389152527
80,3,2,1,30,1e-06,531.277777777776,0.747760299974567,1.9935617682423,7.92870555549522,1.16748952865601
80,4,2,1,30,0.001,528.999999999998,1.84542489095251,3.98309710051034,7.70784642160436,1.16398978233337
80,5,2,1,30,1e-05,529.333333333332,1.29208961661891,1.93388457717731,7.48747417660782,1.17758989334106
